question_id,Source,question,answer_a,answer_b,answer_c,answer_d,answer_e,answer_f,answer_g,correct_answer,category,pedagogical_subdomain,age_group,year,secondary_category,pred_gemma-3-27b,Latency_gemma-3-27b,TokensUsed_gemma-3-27b,TokensUsedCompletion_gemma-3-27b,TokensUsedReasoning_gemma-3-27b,pred_gemma-3-4b-it,Latency_gemma-3-4b-it,TokensUsed_gemma-3-4b-it,TokensUsedCompletion_gemma-3-4b-it,TokensUsedReasoning_gemma-3-4b-it,pred_o4-mini-2025-04-16,Latency_o4-mini-2025-04-16,TokensUsed_o4-mini-2025-04-16,TokensUsedCompletion_o4-mini-2025-04-16,TokensUsedReasoning_o4-mini-2025-04-16,pred_qwen-3-32b,Latency_qwen-3-32b,TokensUsed_qwen-3-32b,TokensUsedCompletion_qwen-3-32b,TokensUsedReasoning_qwen-3-32b,pred_fw-deepseek-r1-0528,Latency_fw-deepseek-r1-0528,TokensUsed_fw-deepseek-r1-0528,TokensUsedCompletion_fw-deepseek-r1-0528,TokensUsedReasoning_fw-deepseek-r1-0528,pred_claude-sonnet-4-5-20250929,Latency_claude-sonnet-4-5-20250929,TokensUsed_claude-sonnet-4-5-20250929,TokensUsedCompletion_claude-sonnet-4-5-20250929,TokensUsedReasoning_claude-sonnet-4-5-20250929,pred_gemini-2.5-flash-lite-preview-09-2025,Latency_gemini-2.5-flash-lite-preview-09-2025,TokensUsed_gemini-2.5-flash-lite-preview-09-2025,TokensUsedCompletion_gemini-2.5-flash-lite-preview-09-2025,TokensUsedReasoning_gemini-2.5-flash-lite-preview-09-2025,pred_gemini-3-pro-preview,Latency_gemini-3-pro-preview,TokensUsed_gemini-3-pro-preview,TokensUsedCompletion_gemini-3-pro-preview,TokensUsedReasoning_gemini-3-pro-preview,pred_gpt-5.2-2025-12-11-medium,Latency_gpt-5.2-2025-12-11-medium,TokensUsed_gpt-5.2-2025-12-11-medium,TokensUsedCompletion_gpt-5.2-2025-12-11-medium,TokensUsedReasoning_gpt-5.2-2025-12-11-medium,pred_gemini-3-flash-preview,Latency_gemini-3-flash-preview,TokensUsed_gemini-3-flash-preview,TokensUsedCompletion_gemini-3-flash-preview,TokensUsedReasoning_gemini-3-flash-preview
98,Pedagogy Benchmark Luganda,"Omusomesa ow’ekibiina eky’omusanvu ataddewo ekigendererwa kino eri ekibiina kye: “Okunnyonnyola enneyisa y’ebinyonyi mu bukwatane n’etteeka lya Boyle.” Bintu ki abayizi bye balina okuba nga bamaze okubimanya okusobola okutegeera ebyo bye bagenda okuyiga?
","Ebintu ebikulu ebikwata ku matter
","Amasoboza ag’ekinyetikya aga ggaasi
","Omulamwa gw'obusirikale bw'ebintu
","Omulamwa gwa kinetic-molecular ogw’ebigaz
",,,,D,Science,Student understanding,Secondary,2019,,D,3.1652476999443024,1660,3,0.0,B,2.0926518000196666,1659,2,,D,4.3809675998054445,1736,275,256,D,8.263261799933389,2032,295,,D,9.71916320011951,2522,779,,D,3.827648900216445,1867,4,0,B,0.9488513998221606,1650,1,,A,94.93140150001273,9759,488.0,7622,D,3.1077027000137605,1570,109,99,D,3.93261089999578,2124,,475
99,Pedagogy Benchmark Luganda,"Ku nkomerero y’omutwe gw’amateeka ga Boyle mu kibiina eky’omusanvu, omusomesa yeetaaga okukebera akabonero kano akalaga okuyiga: ""Okutegeera omukwano oguteereddwawo wakati w’ebintu ebikyuka mu mateeka ga Boyle"". Kiki omusomesa ky’ayinza okukozesa okukungaanya obukakafu obulaga nti akabonero kano akalaga okuyiga kituukiddwako?
","Buuza abayizi okunnyonnyola engeri ekintu ekifumbiramu emmere mu bwangu (pressure cooker) gye kikolamu.
","Buuza abayizi okunnyonnyola engeri ekyombo ekibuuka waggulu nga kyesigamye ku bwoki bw'omukka gye kikolamu.
","Balirira omuzingo ogwa ggaasi ogwaakamalirizo oguli mu kintu ekigigattira ku buwanvu obwenjawulo.
","Buuza abayizi okunnyonnyola enkyukakyuka mu buziba bw’ekibuubulu kyefuna nga kulinnya okuva wansi w’ekidiba ky’amazzi
",,,,D,Science,Assessment,Secondary,2019,,C,1.4695403999648988,1787,2,,D,0.7281025999691337,1787,2,,C,7.001594699919224,2112,531,512,B,1.444790800102055,2173,296,,C,5.021712899906561,2227,342,,C,2.9830269999802117,2019,4,0,C,0.848837099969387,1778,1,,D,10.000799599976745,2612,1.0,834,C,4.469588699983433,1722,141,131,D,5.236824499996146,2609,1.0,831
100,Pedagogy Benchmark Luganda,"Omusomesa w’omu mwaka ogwokusatu mu siniya ayigiriza abayizi ku mbeera y’ebitundu by’obusimu mu kutambuza amaanyi g’obubaka. Bw’ayogera nti amaanyi g’obubaka gatambula mangu mu busimu obunene, omu ku bayizi agamba nti tasobola kutegeera nsonga ze. Omusomesa asalawo okukozesa engeri endala ey’okunnyonnyola. Mu ngeri zino wammanga, ngeri ki ey’okunnyonnyola eyinza okusobozesa omusomesa okulaga obutuufu lwaki obusimu obunene butambuza amaanyi g’obubaka mangu?
","Leeeta tebbule eraga emisinde gy'amasannyalaze gye gayitamu mu axon z'obubonero bw'obusimu bw'ensolo ez'omumwa nga gulimu obukulu obwenjawulo, basobole okugeraageranya enjawulo mu misinde gy'amasannyalaze gye gayitamu.
","Leeta katuni akalaga nti bw’ogatta amazzi agenkana mu miyumo ebiri egy’obuwanvu bwe gumu naye nga emu mpanga ate endala ntono, amazzi ganaatuuka ku nkomerero y’omuyumo omunene mu bwangu okusinga omuyumo omutono.
","Ssaawa ebipimo by'obunene bw'obuwuzi bw'obusimu (axons) ezitali zifaanagana, eziriko n'ezitaliko mayeliini, ng'olaga ebifo we kkubo ly'amasannyalaze we liba ligenda, wamu n'enzizi ezirimu ayoni (ion channels) n'engeri omusannyalaze gye gusaasaana nga tegunnatuuka, mu kiseera we gutuukira, ne bwe gumaze okutuuka.
","Ng’ekkubo ly’amasannyalaze, olubaawo olwa pulasitiki olubikka ku waya z’amasannyalaze lukola nga miyelini ku akisoni z’obusimu, ekongera ku bwangu bw’okusaasaanya amawulire.
",,,,B,Science,Teaching strategies,Secondary,2019,,B,1.1852557000238448,2028,2,,D,1.335082700010389,2028,2,,B,7.557193600106984,2385,595,576,C,1.5746999999973923,2627,501,,B,4.799156699795276,2417,302,,C,2.8448297001887117,2288,4,0,D,0.5241417998913676,2019,1,,B,10.393014099972788,2733,1.0,714,C,3.378528399975039,1944,154,144,B,4.125229700002819,2562,1.0,543
101,Pedagogy Benchmark Luganda,"Omusomesa yeetaaga okukolera ku kiruubirirwa kino wamu n'abayizi abali mu mwaka ogw'okubiri mu siniya: “Okukola okunnyonnyola okwa ssaayansi, okwesigamiziddwa ku bujulizi, okukwata ku nkola z'obusika bw'ebiramu mu nsolo”. Ku bikolwa bino wammanga, kiki ekiyinza okubasobozesa okutuukiriza ekiruubirirwa kino?
","Okusinziira ku mikwano gy’amaka agalina obulemu obw’enjawulo, abayizi bagigeraageranya ne banoonyereza ku nsonga lwaki buli kamu kalukusizzaawo.
","Okusinziira ku bisigalira by'ebizadde eby'endwadde ezitali za kikaba, abayizi babyetegereza ne balondoola engeri buli emu gy'esikizibwamu.
","Abayizi bakola eggereesa eririmu ebintu eby'obusika bw'ensolo era bageraageranya engeri buli kintu kyolekebwamu.
","Abayizi bakola omuti gw’olulyo nga gulaga ebika by’omusaayi eby’abayizi bannaabwe n’ab’emiryango gyabwe era ne bawa obunnyonnyofu ku ngeri gye busikibwaamu.
",,,,D,Science,Teaching strategies,Secondary,2019,,C,1.9850272999610752,1836,2,,D,1.5507392999716103,1836,2,,C,6.829269699985161,2146,531,512,C,6.073028099955991,2134,206,,C,5.218704300001264,2244,313,,C,2.347766599850729,2061,4,0,D,0.5202833998482674,1827,1,,D,10.703612499986775,2661,1.0,834,D,5.213076899992302,1736,121,111,D,10.629891899996435,3415,1.0,1588
102,Pedagogy Benchmark Luganda,"Omusomesa w’ekibiina eky’ekkumi n’ebiri asabye abayizi okukwataganya obucaafu bw’obutonde bw’ensi n’enkuba ey’asidi. Ku mirimu egiddwa wano, gwe gumu ku gyo gwe balina okukolera okukwatagana n’okunoonyereza okwa ssaayansi?
","Kola okunoonyereza okukwata ku bitabo ebikwata ku mukwano oguli wakati w’enkuba erimu asidi n’obucaafu bw’obutonde bw’ensi.
","Lubaale ki olukolagana wakati w’enkuba y’asidi n’obucaafu bw’obutonde bw’ensi, era ng’olina okuddamu ekibuuzo kino ng’oyita mu kugezesa?

Eky’okuddamu: Okukola okwegezesa okulaga engeri enkuba y’asidi gy’eyonoonaamu obutonde bw’ensi, osobola okukozesa ebimera bibiri ebifanana. Kimu ofukirire amazzi agalina asidi (enkuba y’asidi), ate ekirala ofukirire amazzi agalina obuyonjo. Weekkaanye engeri ebimera byombi gye bikulamu okumala ebbanga lye nnaku oba wiiki. Ebiwandiiko byo birina okulaga engeri enkuba y’asidi gy’ekosaamu obulamu bw’ebimera, nga kivaako okukula okutali kulungi oba okufa. Kino kiraga engeri enkuba y’asidi gy’ecaafuzaamu obutonde bw’ensi.
","Kola omulimu gw'ekikube mu labolatoli ogulaga engeri obucaafu bw'obutonde bw'ensi gye bukwaatagana n'enkuba ey'asidi.
","Laga nnyonnyola mu nkola engeri enkuba y’asidi gy’ekosaamu ebimera
",,,,B,Science,Teaching strategies,Secondary,2019,,B,0.9735746001824735,1961,3,,B,0.6901879999786615,1961,2,,C,12.439568599918855,2716,979,960,B,4.223689900012687,2079,1,0.0,B,4.83223729999736,2409,336,,B,2.542163399979472,2221,4,0,B,0.851552699925378,1952,1,,B,13.522280000033788,2986,1.0,1034,B,3.341598999977577,1789,52,42,B,4.478327599994373,2609,1.0,657
103,Pedagogy Benchmark Luganda,"Omusomesa yasabye abayizi okukola enteekateeka y’okugezesa eno wammanga, nga alina ekigendererwa ky’okubalaga engeri eby’obulamu gye biyitamu mu butoffaali nga tebikozesezza maanyi (passive transport) n’ebintu ebiyungulukuka okuyita mu kinyira: 1. Teeka amazzi agasukali amangi munda mu kapiira akalongoosefu. 2. Teeka akapiira ako mu kintu omuli amazzi agasukali agatali mangi nga agali mu kapiira. 3. Laba ekigenda okubaawo nga wayiseewo akadde katono. Kibuza ki ekiri mu nteekateeka omusomesa gy’akoze okukwanagana n’ekigendererwa ekyogeddwa?
","Akabonero tekayanguza kulaga ntambula ya solute.
","Ennyanguyirizi ekkiriza amazzi okuyitawo gwokka
","Akabonero tekalaga ntambuza ya mazzi nga kisinziira ku mutindo gw'obungi bw'ekintu ekigattiddwa.
","Enkola tekkiriza kwolesa ntikko z’obutoffaali nga zigenda okusinzira ku kigero ky’obungi bwabyo.
",,,,A,Science,Teaching strategies,Secondary,2019,,C,0.521744400030002,1816,2,,D,0.7320175999775529,1816,2,,B,25.174557900056243,3678,2067,2048,C,20.706991200102493,2698,786,,D,4.967345499899238,2224,312,,C,2.56800329987891,2037,4,0,B,0.7219281999859959,1807,1,,A,69.27058679994661,7656,1.0,5849,B,11.572436599992216,2237,626,616,D,310.0749419000058,64718,,62912
104,Pedagogy Benchmark Luganda,"Omusomesa w’ekibiina ky’omwaka ogusooka mu siniya, mu kiseera ky’omusomo ku buzibu bw’obutonde bw’ensi, ateekwa okukebera ekigendererwa kino: “Okutegeera obubi obuva mu kusuulibwa kw’ebintu eby’obuziba ku kuggwaawo kw’ekitangala kya ozone.” Mulimu ki omusomesa ayinza okukozesa okukungaanya obujulizi obukwata ku kutuukirizibwa kw’ekigendererwa ekyo?
","Balirira abayizi okukola engeri CFCs (chlorofluorocarbons) gye ziri mu lubbobbo lw’empewo (stratosphere) n’omuwendo gwa ozone molecules gye bikwatagana.
","Saba abayizi okunnyonnyola ebiri mu ggulaafu eraga enkyukakyuka mu bungi bw’obuziba bwa ozone mu kitundu kya stratosphere emyaka amakumi ataano egiyise.
","Saba abayizi bakole akata ky'endowooza akannyonnyola ebinava mu kuggwa kw'ekibikka ky'ozone mu lubanga olw'omukka olwa stratosphere.
","Saba abayizi okukola ekifaananyi ekiraga ebintu ebikozesebwa mu maka ebyeyambisibwa ebisumulula CFCs (chlorofluorocarbons) mu lubbobbo lwa ozone.
",,,,A,Science,Assessment,Secondary,2019,,D,1.9649208998307583,1849,3,,D,0.5261039000470191,1849,2,,B,9.154536999994887,2493,851,832,C,2.389885200187564,2307,354,,C,4.456301199970767,2208,258,,C,2.913080600090325,2092,4,0,B,0.7835283000022173,1840,1,,A,108.282460300019,10839,466.0,8534,A,5.2429804999846965,1837,195,185,C,7.595738800009713,3021,1.0,1181
105,Pedagogy Benchmark Luganda,"Omusomesa akola emirimu gy’okuyiga egy’enjawulo n’abayizi abali mu mwaka ogw’okubiri mu siniya, nga gikwata ku kitundu ky’Ensi n’Obwengula. Mu mirimu ki egiddwa wammanga abayizi mwe bayinza okumanyirawo obukulu bw’essomo ly’ekibalangulo n’eby’emikono mu bulamu obwa bulijjo?
","Abayizi banoonyereza ku muwendo n'engeri z'ebipooli ebiri mu bwengula nga byetoloola Ensi, era ne bawaayo ekiwandiiko ku mugaso gwabyo eri enkola y'enkola z'okumanya ebifo.
","Abayizi bakozesa kalenda okuzuula olunaku engeri z’omwezi ez’enjawulo lwe ziggwaawo, era balagula ebifo by’enjuba, ensi, n’omwezi we binaaba biri mu nnaku ez’enjawulo ez’omwezi.
","Abayizi bannyonnyola empisa enkulu ez’Omwezi era basoma ebiwandiiko ebikwata ku ndaba ya Galileo eyasooka ng’akozesa ttelesikopu ye, gye yakirizaaamu nti obwengula bwayo tebwali bulungi nga bwe bwalabika ku lubereberye.
","Abayizi balaba vidiyo ekwata ku mulimu gw’ekyuma kya Rosetta probe n’ekitundu kyagyo ekya Philae module, ekyasobola okutukka ku kifo ekiri ku kkometti omulundi ogwasooka mu byafaayo. Oluvannyuma, bakubaganya ebirowoozo ku bukulu bw’omulimu guno ogw’omu bwengula.
",,,,A,Science,Teaching strategies,Secondary,2019,,A,1.737811699975282,1929,3,0.0,B,0.639325600117445,1928,2,,B,5.498293100157753,2106,403,384,C,24.030019199941307,2988,965,,B,5.899746299954131,2352,320,,B,2.6667906001675874,2170,4,0,A,0.8583782000932842,1919,1,,A,9.957758600008674,2786,1.0,867,A,5.269538399996236,1850,147,137,A,9.984476399986306,3444,,1526
106,Pedagogy Benchmark Luganda,"Omusomesa wa siniya alina enteekateeka y’ekibiina ng’ekigendererwa kye kiri ""Okwekenneenya n’okunnyonnyola data ku kukkaanya wakati w’ebintu"". Kiki ku bikolwa bino, ekituukana n’essira erissibwa ku nkola y’ebyamagezi mu by’ensoma, ekiyinza okusobozesa abayizi okutuukiriza ekigendererwa kino?
","Balanguza obungi bw’amaanyi (momentum) g’ebintu ebikwatagana mu mbeera eza bulijjo.
","Kola okunoonyereza ku njawulo eziriwo wakati w'okugong'ana okwa ""elastic"" n'okwa ""inelastic"".
","Weetegereze ebinaavaamu ku nkola y’obulo bwa marubwe, nga osinziira ku bipimo by’embiro zaabwo mu kutomera.
","Nnyonnyola okukubagana okweyongera okulabika mu vidiyo z’embeera eza bulijjo, ng’olaga ebintu ebikukozesa.
",,,,C,Science,Teaching strategies,Secondary,2019,,B,1.801337799988687,1773,2,,B,0.585244599962607,1773,2,,B,6.001120199915022,2031,467,448,D,11.174116399837658,2247,385,,D,7.642965800128877,2379,510,,C,3.318797100102529,1985,4,0,B,0.8199924000073224,1764,1,,C,10.23014850000618,2422,1.0,658,C,4.1269688999746,1664,100,90,C,5.727682800003095,2657,1.0,893
107,Pedagogy Benchmark Luganda,"Omusomesa atandika omutwe ogw'amaanyi g'amasannyalaze n'obukodyo bw'amasannyalaze mu kibiina kya Siniya. Mu kiseera ky'ekibiina, omusomesa yakizudde nti endowooza enkyamu abayizi ze batera okulaga nga bannyonnyola engeri obutindo bw'amasannyalaze gye bukola, kwe kuba nti ""amasannyalaze bwe gayita mu bikozesebwa eby'enjawulo, gaggwaawo."" Ku bikolwa bino wammanga, kiki ekiyinza okusoomooza butereevu endowooza enkyamu eno ey'abayizi?
","Labula era ogerageranye obumasamasa bw'ettaala bbiri ez'enjawulo ezikwataganye mu ngeri ey'omuseere ku battery.
","Labu bbiri ezifanana bwezikwataganyizibwa mu mutungo ogwa seriizi ku bbaatiri, labu ezo zigenda kwaka gitya era oluvannyuma ogerageranye okwaka kwazo.
","Labu bbiri ez’amasannyalaze bwe zikwataganyiziddwa mu nkola ya paraleli ku bbatiri, labu eyo eyaka ennyo y’eyo erina amaanyi agasingawo. Bw’omala okukola okuteebereza, geraageranya obumasamasa bwazo.
","Labu bbiri ezifanana bwe ziba zigattiddwa mu nkola ya paraleli ku bbaatiri, laba obumasamasa bwazo bwe buliba butya era obugeregereze.
",,,,B,Science,Student understanding,Secondary,2019,,A,1.1378381999675184,1894,2,,C,0.5452327998355031,1894,2,,D,5.953608799958602,2142,467,448,B,36.61712009995245,3452,1469,,C,5.402076099999249,2296,314,,C,2.747892600018531,2135,4,0,A,0.8185521999839693,1885,1,,B,12.316306399996392,2866,1.0,981,B,8.796956399979535,1856,181,171,B,5.827201400010381,2775,1.0,890
108,Pedagogy Benchmark Luganda,"Mu kuteekateeka essomo ly’ekibiina ky’abayizi abali mu mwaka ogw’okubiri ogw’omusembeyo, omusomesa anoonya ebikozesebwa mu kusomesa ebituukirawo ebinaakozesebwa mu kibiina abayizi basobole okugeraageranya obunene n’ob المسافه wakati w’enjuba n’em planet zaayo nga bikwatagana. Mu bikozesebwa mu kusomesa bino wammanga, kiki ekisaanira okukozesebwa okutuukiriza ekigendererwa ky’essomo?
","Ekifananyi ekiragisa engeri Enjuba n’emibala gyayo gye bifaanana mu bunene.
","Ekifananyi ekya kompyuta eky'enjuba n'emibala egigyetoolodde nga kiraga obunene bwabyo bwe buli mu butuufu.
","Akabalaza akalimu ebipimo ku bunene bw'enkulungo n'obuyira bwaazo okuva ku Njuba
","Omukono ogulaga engeri enjuba n'ebipulaneti byayo gye biri n'obukulu bwabyo n'obuyira wakati waabyo n'enjuba.
",,,,B,Science,Teaching strategies,Secondary,2019,,D,4.059126500040293,1806,3,,B,0.7595897000283003,1806,2,,D,6.737585800001398,1863,275,256,C,15.7229824999813,2396,503,,D,4.039753899909556,2185,295,,D,2.4196458999067545,2022,4,0,D,0.7176825001370162,1797,1,,D,35.410803099977784,4318,1.0,2521,D,4.725709400023334,1767,179,169,C,25.534945299994437,5548,1.0,3751
109,Pedagogy Benchmark Luganda,"Omusomesa ateekateeka essomo eriddako n'abayizi b'ekibiina ekisooka mu siniya ng'ekigendererwa kiri ""Okutegeera obukulu bw'okunoonyereza ku by'omusisa mu kuzimba okumanya ku by'ettaka"". Ku bikolwa bino wammanga, kiki ekikwatagana n'ekigendererwa kino?
","Nnyonnyola engeri tekinologiya gy’akozesebwaamu okukozesa empuyiro za ssezzimu okusoma ku ndabika y’omunda ey’ensi.
","Mu ngeri ki amaanyi agava mu musisi gye gasaasaana okuyita mu mayengo agasooka, agokubiri, n'agomubwengwa?
","Laga ebyo ebireeta musisi eby'obutonde, gamba ng'enkolagana wakati w'ebipande bya tectonic olw'entambula yaabyo.
","Londa we nsisi gyasinziira ng'okozesa omutendera ogw'okusimba empuyi ssatu okuyita mu bifo bisatu ebikebera ensisi, nga basinziira ku bipimo by'amaanyi g'ensisi ebifuniddwa mu buli kifo.
",,,,A,Science,Teaching strategies,Secondary,2019,,C,1.0687188999727368,1800,2,,D,0.8192998999729753,1800,2,,A,8.259234400000423,2184,595,576,A,7.699162499979138,2179,290,,D,5.217681700130925,2149,260,,D,2.151697700144723,2020,4,0,D,0.9301668999250978,1791,1,,A,11.193239699990954,2702,1.0,911,A,4.377050900016911,1707,118,108,A,4.762427099980414,2504,1.0,713
110,Pedagogy Benchmark Luganda,"Okukola ku mulamwa gw'akanyigirizi k'amazzi, omusomesa w'omwaka ogwokusatu mu siniya ateekateeka essomo n'ekigendererwa abayizi okukozesa omulamwa gw'obukwafuwavu nga bageraageranya ebintu eby'enjawulo. Ku ntandikwa y'essomo, omulimu gunaakolebwa okwanjula omulamwa gw'obukwafuwavu. Ku mirimu egiddwa wammanga, guli ki abayizi gwe balina okukola, oluvannyuma lw'omulimu ogwo ogogambiddwa waggulu, okusobola okutuukiriza ekigendererwa ky'essomo?
","Labuunirira ebigenda okubaawo ebintu bisatu ebitali bikwatagana bwe biba biteekeddwa mu silinda ey’ebipimo, era nonnyola lwaki ekintu ekyo ekilabikawo kiba kibaddewo.
","Okukozesa enkola y’okugezesa okuzuula obukwafuwavu bw’ekikulukusi nga osinziira ku bunene bw’akanyigirizi kye kireeta ku ntobo y’ekintu ekikireese.
","Nsonga lwaki okusaanuuka kw'ebiziba by'omuzira ebya Antatika bwe kukosa obunene bw'amazzi g'ennyanja, nga tusinziira ku buzito bw'omuzira n'amazzi agatonnya.
","Laga omuwendo ogw’obungi bw’ekintu n’enzatula y’ebintu eby’enjawulo ebipima omuzaligo gwe gumu naye nga birina obunene obw’enjawulo, oba nga bipima obunene bwe bumu naye nga birina omuzaligo ogw’enjawulo.
",,,,D,Science,Teaching strategies,Secondary,2019,,D,0.7750178999267519,1949,2,,B,1.1010165000334382,1949,2,,B,27.79869189998135,4162,2451,2432,A,26.876967900199816,2983,945,,D,5.731626099906862,2372,332,,C,2.5601023000199348,2181,4,0,D,0.8686794000677764,1940,1,,A,19.52209689997835,3638,,1699,D,2.931714100006502,1817,106,96,A,45.91811379999854,9763,1.0,7823
111,Pedagogy Benchmark Luganda,"Omusomesa omukulu mu ssomero eggattiro ateekateeka essomo n’ekigendererwa ky’okunnyonnyola “Kinematics y’entambula ey’ekikulungo etakyuka.” Okutuukiriza kino, agenda okunnyonnyola nti bwe nsindikirizo ya nguli (ω) ey’akantu eba tekyuka, embiro ya tangent (vt) yeeyongera bwe buziba bw’ekkubo lyayo (R) bwe bweyongera, ng’akozesa omukwanaganyo vt = R·ω. Okutunuulira nti abayizi abamu bayinza okuba nga balina obuzibu okutegeera okunnyonnyola kuno, omusomesa asalawo okwongera ennyingo endala ey’ebiri mu somo lye. Nga bwe kiragiddwa waggulu, ku ngeri zino wammanga, ngeri ki esinga okuba entuufu okukiikirira ekintu ekyo ekinnyonnyolwa?
","Kozesa omukwanaganyo okukola omubalanguzo ogw'omutwe, nga okutegeera embiro y'ekizungirizi ky'eggali.
","Laga olubaa lwa ggraph olulaga omuganda wakati wa leediyasi n'embiro ezigenda ku nkiziira nga omuganda ogwa butereevu wakati w'ebintu ebyo bwe gulabika.
","Laga nti bw’oba otyoza ekintu ekisibiddwa ku muguwa, omulandira gwakyo ogw’okwetoloola gukyuka, obuwanvu bw’omugwa bwe bukendeezebwa oba bwe bwongezebwa.
","Gerageranya embiro ezeetoloolevu ez’enjawulo wakati w’obungi bw’ekikopo ekifaanana ng’omutunsi ogusaliddwa, nga kyettoloolera ku lumu ku njuyi zaakyo nga kiteereddwa ku ttaka erigalamidde
",,,,D,Science,Student understanding,Secondary,2019,,C,0.6857819999568164,1985,2,,B,1.3844365999102592,1985,2,,B,9.051072199828925,2530,787,768,C,26.000931599875912,2442,357,,B,5.467018899973482,2452,363,,C,2.6124091998208314,2230,4,0,C,0.5651437998749316,1976,1,,D,94.01713759999257,9711,410.0,7326,B,5.21489780000411,1877,134,124,D,9.659855600009903,3431,1.0,1455
112,Pedagogy Benchmark Luganda,"Omusomesa ategekera ekibiina ky'abayizi abali mu mwaka ogwokusatu mu siniya, ng'ekigendererwa kyabwe kiri ""Okutegeera empewozeso eya sentripeta n'amaanyi ga sentripeta ng'ebireetera ekintu okutambula mu ngeri ey'omuzingo ogwa kyenkanyi"". Mu kumanya okukulembedde kuno okukwata ku vekita kuki abayizi kwe bateekwa okuba nga bamanyi okusobola okutegeera amaanyi ga sentripeta bwe gakola ku ntambula y'omubiri mu ntambula ey'omuzingo ogwa kyenkanyi?
","Okuggyako vekita
","Omugatte gwa vekita ezigayamu
","Omugatte gwa 'dot' wakati wa vekita
","Okutondeesa vekita nga tukozesa ebipimo bya Katisiyaani
",,,,A,Science,Student understanding,Secondary,2019,,B,2.3041234998963773,1718,3,0.0,B,0.5305047000292689,1717,2,,C,5.918364600045607,1984,467,448,B,27.157270499970764,2193,385,,B,5.4842530998867005,2216,404,,C,2.4045985999982804,1939,4,0,B,0.6936325000133365,1708,1,,A,10.337008400005288,2394,1.0,686,A,4.188200999982655,1649,132,122,A,4.142637200013269,2317,1.0,609
113,Pedagogy Benchmark Luganda,"Mu ndowooza zino ez'abayizi, eruwa ekoma ku kuyiga omusingi gwa Archimedes?
","Okulowooza nti puleesa y’omu bbanga terina nnyinirizo ku puleesa ya haidirositatiika eweebwa ekikulukusi
","Okulowooza nti obuziba ekintu kye kiyimiriddemu mu mazzi kye kireetera amaanyi agakirwanyisa okuba amangi oba amatono.
","Okulowooza nti akanyigirizi akakolebwa ku kintu ekiri mu mazzi kisinziira ku buziiba we kali
","Okulowooza nti akanyigirizi ka haidirositetiiki akateekebwa ekikulukusi ku ntobo y'ekintu ekirikulukusirwamu kisinziira ku ndabika y'ekintu ekyo.
",,,,B,Science,Student understanding,Secondary,2019,,C,3.46613879990764,1712,2,,D,1.3430540999397635,1712,2,,C,5.892630000133067,1918,403,384,D,3.995599899906665,2311,513,,B,5.833924500038847,2175,370,,C,3.1931553001049906,1918,4,0,B,0.6045618001371622,1703,1,,B,16.22066960000666,3007,1.0,1304,C,6.304387999989558,1697,182,172,B,4.86840750000556,2350,1.0,647
114,Pedagogy Benchmark Luganda,"Mu kitundu ky'amasomo agafuga amazzi n'empewo ekya S3, omusomesa awa omulamwa gw'okuyiga guno: ""Nnyonnyola ebintu eby'enjawulo ebibaawo buli lunaku nga tukozesa omusingi gwa Bernoulli."" Ku nsonga eyo, ku ngeri eziddwamu wammanga, lwaki olukolera ng'akabonero akasobozesa omusomesa okumanya nti abayizi batuukirizza omulamwa ogwo ogwatuukiriziddwa?
","Banannyonnyola engeri ebigambo ebikozesebwa mu kyenkanyanjuyi kya Bernoulli gye bitegeerekeka.
","Banannyonnyola engeri akamooli akasiiga akawunga bwe kakola.
","Bannyonnyola lwaki obugazi bw’akatonnyeze k’amazzi bukendeera nga bugwa okuva ku ttipa.
","Bannyonnyola lwaki eccupa ya pulasitiika enyigirizika ng’omukka ogugirimu guggiddwamu.
",,,,B,Science,Assessment,Secondary,2019,,C,1.0704554000403732,1765,3,,A,0.862296000123024,1765,2,,C,9.678768600104377,2413,851,832,B,8.284095600014552,2223,368,,B,3.622325600124896,2158,305,,C,2.580685299821198,1983,4,0,D,0.7184019000269473,1756,1,,B,13.753425700007938,2760,,1005,B,3.9353033000370488,1742,180,170,B,5.794627499999479,2623,1.0,867
